"","cod_dept","area","pop"
"31238","40","2627","9337"
"31239","55","1425","149"
"31240","14","1065","692"
"31241","14","412","872"
"31242","91","1048","400"
"31243","33","2121","746"
"31244","65","805","125"
"31245","31","545","137"
"31246","51","1111","108"
"31247","71","2762","227"
"31248","05","5556","1086"
"31249","58","2175","175"
"31250","22","505","1749"
"31251","89","2087","310"
"31252","55","642","61"
"31253","2B","3515","96"
"31254","14","446","651"
"31255","21","494","164"
"31256","50","880","612"
"31257","76","442","181"
"31258","62","538","191"
"31259","34","1617","2587"
"31260","65","445","171"
"31261","79","2058","418"
"31262","28","688","566"
"31263","31","606","203"
"31264","17","518","247"
"31265","11","418","50"
"31266","59","588","364"
"31267","35","1184","655"
"31268","58","1201","55"
"31269","57","2132","802"
"31270","81","1138","81"
"31271","56","1224","1087"
"31272","57","262","247"
"31273","14","943","264"
"31274","53","3710","2717"
"31275","12","3471","130"
"31276","76","676","951"
"31277","02","3170","255"
"31278","79","2490","722"
"31279","70","415","124"
"31280","59","1165","4040"
"31281","65","219","44"
"31282","80","702","373"
"31283","02","709","143"
"31284","37","841","138"
"31285","38","1116","22"
"31286","67","2225","26455"
"31287","10","1712","266"
"31288","07","2644","463"
"31289","07","1096","194"
"31290","23","787","134"
"31291","35","2335","3393"
"31292","67","597","1301"
"31293","51","1157","135"
"31294","63","2649","2081"
"31295","55","584","53"
"31296","70","1956","213"
"31297","54","590","120"
"31298","28","3374","516"
"31299","64","843","250"
"31300","42","853","318"
"31301","60","382","326"
"31302","14","2428","309"
"31303","28","1049","339"
"31304","30","2113","1102"
"31305","61","886","137"
"31306","54","138","138"
"31307","32","857","98"
"31308","04","3305","245"
"31309","74","394","326"
"31310","72","1124","1350"
"31311","01","798","527"
"31312","85","1155","556"
"31313","40","727","89"
"31314","88","539","149"
"31315","43","1174","90"
"31316","46","439","914"
"31317","35","451","1125"
"31318","02","473","285"
"31319","13","2016","5291"
"31320","02","625","725"
"31321","03","3984","342"
"31322","27","723","1058"
"31323","59","344","658"
"31324","2B","2384","99"
"31325","40","2862","167"
"31326","54","365","209"
"31327","15","1710","298"
"31328","71","532","36"
"31329","32","1052","212"
"31330","42","963","1407"
"31331","24","411","452"
"31332","82","1361","131"
"31333","47","778","111"
"31334","51","1750","259"
"31335","70","728","211"
"31336","31","587","1254"
"31337","62","143","23"
"31338","60","1632","238"
"31339","22","898","521"
"31340","62","1399","383"
"31341","16","1061","7357"
"31342","28","4442","468"
"31343","38","2143","237"
"31344","51","1254","74"
"31345","23","2085","194"
"31346","72","1874","3038"
"31347","76","1469","380"
"31348","66","1923","54"
"31349","89","1065","588"
"31350","91","371","2668"
"31351","95","476","857"
"31352","21","1402","227"
"31353","21","642","451"
"31354","51","970","95"
"31355","55","1219","62"
"31356","03","2424","1021"
"31357","02","458","73"
"31358","69","819","542"
"31359","08","1273","102"
"31360","28","613","147"
"31361","32","1402","189"
"31362","63","1542","524"
"31363","91","397","76"
"31364","44","1830","949"
"31365","22","3171","446"
"31366","14","313","255"
"31367","63","1428","221"
"31368","45","4027","1495"
"31369","69","693","823"
"31370","72","1260","332"
"31371","78","122","162"
"31372","02","274","339"
"31373","26","3457","1243"
"31374","16","543","537"
"31375","35","1540","1303"
"31376","59","613","299"
"31377","70","1109","221"
"31378","25","561","1061"
"31379","14","1102","171"
"31380","48","1376","343"
"31381","22","3500","2496"
"31382","34","4397","620"
"31383","79","795","343"
"31384","57","740","124"
"31385","23","3081","553"
"31386","62","497","169"
"31387","02","277","101"
"31388","62","1270","6581"
"31389","64","714","194"
"31390","80","495","157"
"31391","02","1160","1558"
"31392","02","728","70"
"31393","25","661","125"
"31394","44","1494","1154"
"31395","45","2036","2066"
"31396","59","1299","8710"
"31397","43","743","415"
"31398","52","1232","76"
"31399","68","574","886"
"31400","37","3112","5268"
"31401","61","1092","751"
"31402","80","547","570"
"31403","29","965","143"
"31404","76","468","683"
"31405","88","1456","189"
"31406","26","1180","853"
"31407","66","2338","234"
"31408","60","406","47"
"31409","77","1419","1376"
"31410","07","1511","388"
"31411","91","980","1921"
"31412","33","386","578"
"31413","66","442","39"
"31414","58","3032","765"
"31415","55","1442","135"
"31416","23","748","634"
"31417","10","721","1487"
"31418","67","327","158"
"31419","71","861","249"
"31420","80","840","279"
"31421","89","181","298"
"31422","45","740","230"
"31423","70","960","78"
"31424","11","2561","908"
"31425","24","682","836"
"31426","60","1147","210"
"31427","48","1817","194"
"31428","69","2287","623"
"31429","88","2449","3385"
"31430","59","1051","1194"
"31431","04","3266","1218"
"31432","51","1010","215"
"31433","23","1592","179"
"31434","34","2000","3225"
"31435","13","1274","6046"
"31436","45","5094","1004"
"31437","40","4246","1079"
"31438","24","1125","232"
"31439","01","2622","304"
"31440","02","2032","1883"
"31441","59","429","1452"
"31442","81","465","139"
"31443","57","752","459"
"31444","88","295","179"
"31445","95","1146","31212"
"31446","14","1387","638"
"31447","08","434","96"
"31448","69","1891","3869"
"31449","70","909","15473"
"31450","10","1094","294"
"31451","54","860","1372"
"31452","37","2059","415"
"31453","38","1530","265"
"31454","24","1047","263"
"31455","45","608","286"
"31456","62","1437","1019"
"31457","51","357","268"
"31458","72","1167","4750"
"31459","79","793","180"
"31460","40","2043","187"
"31461","35","220","1036"
"31462","56","1770","2580"
"31463","10","686","187"
"31464","61","1302","657"
"31465","11","673","227"
"31466","17","1011","1314"
"31467","67","334","148"
"31468","25","394","315"
"31469","21","1009","275"
"31470","45","4831","1312"
"31471","66","1382","172"
"31472","07","2143","1242"
"31473","51","1789","71"
"31474","60","374","203"
"31475","17","801","7256"
"31476","50","301","75"
"31477","59","1879","7103"
"31478","80","695","393"
"31479","51","2240","814"
"31480","70","291","80"
"31481","40","714","212"
"31482","64","981","523"
"31483","73","1725","540"
"31484","53","1312","513"
"31485","49","1458","483"
"31486","09","942","132"
"31487","31","442","5824"
"31488","40","1173","469"
"31489","68","613","396"
"31490","2B","589","154"
"31491","35","629","542"
"31492","38","1048","327"
"31493","80","1023","335"
"31494","63","1275","2088"
"31495","39","965","184"
"31496","66","850","1245"
"31497","70","915","156"
"31498","72","771","642"
"31499","57","269","3994"
"31500","62","250","276"
"31501","81","1415","188"
"31502","22","704","451"
"31503","41","925","1336"
"31504","38","801","42"
"31505","22","2593","1542"
"31506","82","740","155"
"31507","50","2060","1463"
"31508","70","998","282"
"31509","08","751","171"
"31510","85","4976","2864"
"31511","76","1316","640"
"31512","12","1298","1058"
"31513","69","2295","620"
"31514","35","769","464"
"31515","80","824","228"
"31516","31","2471","8692"
"31517","17","1230","2897"
"31518","28","1515","378"
"31519","33","424","463"
"31520","49","1947","2580"
"31521","59","420","275"
"31522","25","6510","116952"
"31523","64","354","188"
"31524","70","610","88"
"31525","76","525","3989"
"31526","77","1278","1484"
"31527","52","2600","647"
"31528","08","3598","348"
"31529","67","1125","947"
"31530","02","752","88"
"31531","2A","1217","100"
"31532","40","4274","314"
"31533","57","2035","727"
"31534","58","3057","340"
"31535","60","1048","575"
"31536","2A","1466","139"
"31537","59","1375","2183"
"31538","62","1098","127"
"31539","35","366","169"
"31540","46","1887","428"
"31541","67","1243","3334"
"31542","17","1270","338"
"31543","09","839","26"
"31544","57","629","1117"
"31545","78","587","21264"
"31546","76","1342","1321"
"31547","55","1169","100"
"31548","16","1823","688"
"31549","44","5199","3941"
"31550","60","349","102"
"31551","86","445","126"
"31552","29","3375","940"
"31553","31","1401","1355"
"31554","76","437","22426"
"31555","55","674","60"
"31556","52","3434","2891"
"31557","54","1126","322"
"31558","62","853","1182"
"31559","50","1935","1361"
"31560","33","243","1223"
"31561","78","610","17735"
"31562","31","721","794"
"31563","15","4059","334"
"31564","33","3674","5588"
"31565","57","388","575"
"31566","85","2475","1815"
"31567","50","1610","421"
"31568","79","1657","302"
"31569","87","1182","183"
"31570","88","934","871"
"31571","58","1104","221"
"31572","62","502","459"
"31573","80","988","802"
"31574","62","876","658"
"31575","50","2622","1862"
"31576","11","1854","195"
"31577","74","890","844"
"31578","09","1278","6312"
"31579","76","1331","637"
"31580","10","1606","1131"
"31581","10","705","239"
"31582","02","267","67"
"31583","05","2237","103"
"31584","02","370","200"
"31585","25","771","565"
"31586","41","958","100"
"31587","30","1001","466"
"31588","2A","3065","3108"
"31589","46","1973","358"
"31590","68","224","864"
"31591","61","2548","684"
"31592","76","398","867"
"31593","95","305","8792"
"31594","33","4544","1289"
"31595","47","1214","328"
"31596","62","832","2351"
"31597","42","1037","1928"
"31598","36","2611","246"
"31599","88","891","426"
"31600","61","1048","105"
"31601","45","5470","1099"
"31602","37","535","573"
"31603","87","2001","251"
"31604","52","4860","690"
"31605","54","166","11"
"31606","50","717","177"
"31607","62","713","326"
"31608","28","678","255"
"31609","80","898","491"
"31610","82","543","117"
"31611","87","3911","1540"
"31612","25","539","34"
"31613","38","850","8544"
"31614","88","185","32"
"31615","91","1159","2038"
"31616","37","802","5061"
"31617","36","1918","215"
"31618","18","2642","631"
"31619","27","1132","586"
"31620","55","830","53"
"31621","91","1190","20631"
"31622","43","2370","337"
"31623","42","1374","611"
"31624","05","3128","301"
"31625","64","663","124"
"31626","33","574","208"
"31627","73","1510","743"
"31628","36","1231","277"
"31629","31","1673","14929"
"31630","67","2928","1567"
"31631","76","734","357"
"31632","77","1993","16529"
"31633","21","846","142"
"31634","77","2001","2976"
"31635","91","239","10707"
"31636","59","698","758"
"31637","08","926","98"
"31638","67","317","927"
"31639","55","1912","283"
"31640","65","486","279"
"31641","77","629","102"
"31642","71","1354","217"
"31643","33","647","260"
"31644","24","941","137"
"31645","57","1084","1505"
"31646","24","2244","491"
"31647","25","2773","645"
"31648","51","282","62"
"31649","34","313","70"
"31650","41","2274","2773"
"31651","60","1266","371"
"31652","70","876","143"
"31653","71","580","253"
"31654","80","498","175"
"31655","80","416","786"
"31656","32","1007","123"
"31657","80","386","407"
"31658","47","444","287"
"31659","51","2131","135"
"31660","16","1339","262"
"31661","64","310","124"
"31662","80","633","393"
"31663","22","2887","2148"
"31664","01","1212","749"
"31665","88","867","1482"
"31666","59","911","731"
"31667","02","1026","233"
"31668","17","1820","428"
"31669","66","883","141"
"31670","39","1021","154"
"31671","37","2832","2082"
"31672","18","2371","268"
"31673","24","933","142"
"31674","35","713","596"
"31675","09","470","52"
"31676","76","1183","578"
"31677","10","1578","1741"
"31678","76","584","465"
"31679","59","1201","1276"
"31680","07","1985","268"
"31681","04","2230","964"
"31682","10","1151","138"
"31683","80","256","232"
"31684","89","1556","489"
"31685","47","512","1156"
"31686","68","1162","2326"
"31687","46","1307","250"
"31688","35","1354","7770"
"31689","01","1393","555"
"31690","62","834","967"
"31691","61","821","276"
"31692","87","3421","4637"
"31693","30","1597","1567"
"31694","08","1579","226"
"31695","26","1599","363"
"31696","19","928","658"
"31697","73","1087","442"
"31698","04","2822","1214"
"31699","27","742","448"
"31700","31","1687","209"
"31701","07","2723","894"
"31702","47","930","131"
"31703","57","1065","312"
"31704","59","1634","2718"
"31705","61","1125","729"
"31706","30","327","167"
"31707","80","683","580"
"31708","12","2016","2073"
"31709","37","4098","923"
"31710","52","755","153"
"31711","41","1208","162"
"31712","57","495","372"
"31713","72","1011","284"
"31714","17","1754","519"
"31715","63","423","163"
"31716","38","1604","7320"
"31717","38","1292","1885"
"31718","45","5460","855"
"31719","79","1539","464"
"31720","07","1280","93"
"31721","88","756","202"
"31722","15","2202","158"
"31723","32","1380","176"
"31724","28","4134","957"
"31725","30","697","1079"
"31726","55","1888","1031"
"31727","80","368","229"
"31728","93","126","22819"
"31729","54","1429","494"
"31730","54","594","377"
"31731","72","598","2286"
"31732","77","1216","750"
"31733","14","1951","1042"
"31734","23","1406","436"
"31735","33","1153","2092"
"31736","55","769","201"
"31737","38","1016","1246"
"31738","09","654","408"
"31739","22","3448","3640"
"31740","2B","877","244"
"31741","69","509","2542"
"31742","02","923","79"
"31743","08","2278","218"
"31744","21","883","268"
"31745","89","2763","510"
"31746","27","1608","264"
"31747","41","663","198"
"31748","88","1766","1662"
"31749","67","586","702"
"31750","73","464","595"
"31751","79","2436","1008"
"31752","28","714","1664"
"31753","33","892","2302"
"31754","31","872","540"
"31755","09","598","206"
"31756","40","223","851"
"31757","08","434","129"
"31758","71","1911","559"
"31759","84","3152","1212"
"31760","17","3498","7914"
"31761","19","580","116"
"31762","86","5916","349"
"31763","50","739","883"
"31764","67","1724","4615"
"31765","02","390","83"
"31766","26","1826","61"
"31767","14","348","284"
"31768","09","648","82"
"31769","22","8195","9711"
"31770","39","1975","229"
"31771","53","1304","313"
"31772","47","1190","195"
"31773","79","1820","255"
"31774","25","561","2020"
"31775","25","2921","345"
"31776","35","717","304"
"31777","80","505","100"
"31778","63","2557","555"
"31779","02","223","71"
"31780","12","1805","384"
"31781","50","2394","951"
"31782","14","581","487"
"31783","80","633","243"
"31784","89","2144","563"
"31785","11","2193","2029"
"31786","81","2087","855"
"31787","34","867","8939"
"31788","23","3236","356"
"31789","06","3139","89"
"31790","01","2158","1068"
"31791","14","1066","174"
"31792","27","453","298"
"31793","05","1077","389"
"31794","61","1285","239"
"31795","67","1442","1720"
"31796","61","1250","314"
"31797","38","3029","2912"
"31798","22","2235","1317"
"31799","80","534","1224"
"31800","69","906","896"
"31801","02","666","81"
"31802","86","5676","6197"
"31803","24","1951","381"
"31804","50","281","3209"
"31805","64","3152","77575"
"31806","07","531","309"
"31807","21","1273","36"
"31808","22","2564","547"
"31809","24","428","59"
"31810","59","681","2259"
"31811","67","279","238"
"31812","71","245","450"
"31813","57","1523","5814"
"31814","64","4413","291"
"31815","57","877","1247"
"31816","76","829","168"
"31817","79","1717","246"
"31818","55","1328","596"
"31819","83","3717","868"
"31820","46","570","145"
"31821","12","2012","107"
"31822","09","934","306"
"31823","11","1221","34"
"31824","39","815","172"
"31825","43","2074","430"
"31826","71","1807","22308"
"31827","71","478","66"
"31828","84","1104","661"
"31829","14","1013","2251"
"31830","66","789","186"
"31831","17","493","1228"
"31832","48","3655","119"
"31833","64","2923","298"
"31834","17","1494","409"
"31835","28","1837","306"
"31836","35","1676","1029"
"31837","62","1890","2398"
"31838","12","3561","2137"
"31839","14","1621","348"
"31840","59","385","372"
"31841","26","1990","49"
"31842","88","712","271"
"31843","38","781","5609"
"31844","47","1232","529"
"31845","19","3093","219"
"31846","65","605","28"
"31847","16","1091","1019"
"31848","77","558","1802"
"31849","95","1019","3713"
"31850","02","688","115"
"31851","60","385","454"
"31852","18","757","65"
"31853","63","2584","357"
"31854","21","223","176"
"31855","38","1519","641"
"31856","55","1202","257"
"31857","24","1636","821"
"31858","41","5073","622"
"31859","48","203","150"
"31860","60","209","1066"
"31861","42","2212","1838"
"31862","62","379","178"
"31863","73","2054","1198"
"31864","79","3777","1822"
"31865","79","1547","209"
"31866","17","1860","1302"
"31867","81","1295","621"
"31868","63","2130","277"
"31869","82","1197","1498"
"31870","17","1895","937"
"31871","21","541","281"
"31872","58","2452","146"
"31873","21","1220","351"
"31874","39","590","52"
"31875","87","2097","341"
"31876","70","113","33"
"31877","23","1141","243"
"31878","80","343","5641"
"31879","55","1485","136"
"31880","76","381","970"
"31881","88","394","227"
"31882","40","1801","2426"
"31883","62","343","132"
"31884","79","8924","1714"
"31885","65","564","233"
"31886","08","1102","488"
"31887","32","1027","179"
"31888","72","1519","268"
"31889","68","583","411"
"31890","94","1131","75961"
"31891","62","561","6604"
"31892","05","1454","2040"
"31893","59","1216","1234"
"31894","80","1479","853"
"31895","34","2294","1812"
"31896","54","449","7052"
"31897","10","2029","1716"
"31898","36","2638","830"
"31899","40","1864","610"
"31900","47","1082","475"
"31901","88","1261","237"
"31902","52","1245","37"
"31903","25","311","387"
"31904","03","2357","1042"
"31905","06","4429","50916"
"31906","50","1171","2743"
"31907","16","1421","740"
"31908","70","705","222"
"31909","06","2762","252"
"31910","29","2289","835"
"31911","89","362","93"
"31912","19","876","216"
"31913","31","273","56"
"31914","66","1998","7347"
"31915","12","1135","253"
"31916","54","1560","722"
"31917","61","1306","133"
"31918","24","1615","278"
"31919","68","769","610"
"31920","01","936","944"
"31921","81","730","3014"
"31922","02","222","1176"
"31923","70","422","146"
"31924","88","211","101"
"31925","43","1678","817"
"31926","27","502","1094"
"31927","28","880","295"
"31928","02","670","432"
"31929","32","1973","2070"
"31930","55","1221","264"
"31931","67","548","457"
"31932","62","1277","852"
"31933","80","1300","346"
"31934","65","1229","104"
"31935","27","714","1320"
"31936","62","684","119"
"31937","81","687","665"
"31938","82","469","124"
"31939","37","3814","715"
"31940","61","3962","3128"
"31941","27","2231","894"
"31942","2B","236","18"
"31943","43","1767","461"
"31944","89","945","96"
"31945","42","1377","559"
"31946","66","2992","1877"
"31947","72","2812","725"
"31948","68","856","6276"
"31949","88","611","176"
"31950","51","2329","261"
"31951","23","1320","299"
"31952","61","769","136"
"31953","15","1737","104"
"31954","67","477","405"
"31955","84","1502","1747"
"31956","85","1380","640"
"31957","83","1354","36"
"31958","01","3375","8762"
"31959","49","6612","3016"
"31960","87","2319","567"
"31961","49","2225","1029"
"31962","88","442","111"
"31963","28","1692","281"
"31964","64","1198","460"
"31965","38","1136","1108"
"31966","68","760","645"
"31967","50","1567","772"
"31968","74","1264","949"
"31969","47","6235","2328"
"31970","62","228","97"
"31971","73","1219","351"
"31972","95","533","253"
"31973","34","2394","290"
"31974","11","963","84"
"31975","62","959","647"
"31976","64","1177","246"
"31977","65","343","54"
"31978","80","555","2867"
"31979","52","800","109"
"31980","25","531","1336"
"31981","82","2322","388"
"31982","05","1663","155"
"31983","86","2486","456"
"31984","51","2348","5339"
"31985","76","164","94"
"31986","09","218","90"
"31987","86","2030","172"
"31988","55","509","117"
"31989","27","324","360"
"31990","50","859","329"
"31991","21","609","132"
"31992","27","1212","603"
"31993","62","201","228"
"31994","26","722","1065"
"31995","21","2371","78"
"31996","46","760","467"
"31997","60","520","194"
"31998","35","482","958"
"31999","02","406","90"
"32000","76","418","270"
"32001","60","1231","3505"
"32002","85","6108","3265"
"32003","26","2668","13"
"32004","76","919","913"
"32005","18","1392","701"
"32006","61","1057","139"
"32007","39","543","373"
"32008","31","584","52"
"32009","38","486","503"
"32010","45","1201","330"
"32011","81","910","171"
"32012","63","1258","417"
"32013","72","1685","626"
"32014","94","396","33480"
"32015","91","998","202"
"32016","75","288","92494"
"32017","86","989","228"
"32018","21","1612","1490"
"32019","89","429","309"
"32020","52","936","95"
"32021","80","232","60"
"32022","44","2780","1490"
"32023","11","1226","932"
"32024","88","898","213"
"32025","28","2309","1889"
"32026","56","2717","5304"
"32027","30","1125","633"
"32028","15","2321","212"
"32029","2B","221","101"
"32030","59","770","565"
"32031","27","255","286"
"32032","05","2362","429"
"32033","09","360","165"
"32034","50","510","218"
"32035","50","1427","1383"
"32036","69","2222","1479"
"32037","46","2684","192"
"32038","72","1651","890"
"32039","89","1412","434"
"32040","64","2479","949"
"32041","05","1069","371"
"32042","44","1787","3965"
"32043","63","1213","3439"
"32044","85","2946","1703"
"32045","61","1141","202"
"32046","59","712","4366"
"32047","65","1061","928"
"32048","90","551","165"
"32049","03","1760","542"
"32050","78","2623","3250"
"32051","64","1795","239"
"32052","84","1893","895"
"32053","60","1394","1365"
"32054","46","1370","444"
"32055","57","689","86"
"32056","19","850","72"
"32057","45","1126","420"
"32058","30","867","1463"
"32059","27","1079","789"
"32060","71","859","245"
"32061","77","427","179"
"32062","23","1913","144"
"32063","07","3357","274"
"32064","75","215","43479"
"32065","33","298","577"
"32066","51","602","352"
"32067","38","1363","260"
"32068","38","878","265"
"32069","95","1068","365"
"32070","76","1255","1480"
"32071","70","805","487"
"32072","49","657","1362"
"32073","24","1923","711"
"32074","65","391","379"
"32075","05","1505","222"
"32076","07","1018","1532"
"32077","59","1013","1752"
"32078","21","1864","163"
"32079","80","719","145"
"32080","24","1812","1967"
"32081","02","657","313"
"32082","17","884","378"
"32083","01","1962","668"
"32084","67","465","733"
"32085","80","1132","281"
"32086","19","1323","142"
"32087","21","456","1200"
"32088","05","2237","404"
"32089","63","1628","47"
"32090","38","822","61"
"32091","88","2920","643"
"32092","24","1315","188"
"32093","28","2038","527"
"32094","51","901","205"
"32095","77","994","3105"
"32096","76","609","615"
"32097","85","4215","2529"
"32098","60","944","467"
"32099","59","521","624"
"32100","70","1085","124"
"32101","83","4069","2073"
"32102","90","245","632"
"32103","39","343","88"
"32104","23","2951","560"
"32105","02","657","287"
"32106","34","5858","343"
"32107","76","954","420"
"32108","66","1780","109"
"32109","11","1264","342"
"32110","63","1318","337"
"32111","33","575","422"
"32112","65","1040","56"
"32113","30","1932","1496"
"32114","26","835","903"
"32115","83","2435","3675"
"32116","59","929","660"
"32117","55","1761","301"
"32118","52","251","55"
"32119","22","865","423"
"32120","47","950","219"
"32121","76","1083","272"
"32122","25","1241","480"
"32123","01","1136","118"
"32124","80","1621","443"
"32125","42","1377","454"
"32126","24","1485","632"
"32127","10","1133","562"
"32128","51","2767","226"
"32129","32","3050","399"
"32130","46","776","118"
"32131","80","461","134"
"32132","36","776","113"
"32133","22","7311","2339"
"32134","25","376","59"
"32135","15","1653","310"
"32136","54","821","3161"
"32137","27","1188","455"
"32138","29","1764","2067"
"32139","64","604","129"
"32140","74","1322","2355"
"32141","89","615","613"
"32142","25","1429","488"
"32143","21","1746","153"
"32144","78","342","9990"
"32145","22","2226","641"
"32146","14","435","93"
"32147","40","4320","639"
"32148","65","537","193"
"32149","03","3855","566"
"32150","16","2173","1927"
"32151","60","983","497"
"32152","10","1088","133"
"32153","12","1653","79"
"32154","76","463","376"
"32155","14","492","211"
"32156","57","777","608"
"32157","24","1169","268"
"32158","44","5372","4851"
"32159","80","356","105"
"32160","44","8154","15858"
"32161","16","1089","363"
"32162","41","1765","1177"
"32163","51","1188","642"
"32164","58","3968","309"
"32165","62","1010","3801"
"32166","68","4510","5193"
"32167","67","462","7665"
"32168","47","1456","306"
"32169","40","573","283"
"32170","31","593","70"
"32171","76","1387","1314"
"32172","43","4691","4310"
"32173","61","957","158"
"32174","39","2161","531"
"32175","01","2020","1441"
"32176","04","2602","65"
"32177","25","479","1658"
"32178","2B","2626","628"
"32179","61","372","56"
"32180","18","1866","681"
"32181","42","469","567"
"32182","25","925","99"
"32183","45","1108","177"
"32184","2B","2070","100"
"32185","35","1495","1247"
"32186","60","1636","573"
"32187","78","1176","584"
"32188","2A","1299","136"
"32189","51","2135","195"
"32190","36","2454","377"
"32191","10","723","80"
"32192","26","1033","882"
"32193","76","316","188"
"32194","57","2518","304"
"32195","64","892","362"
"32196","71","1141","1053"
"32197","02","1727","1316"
"32198","49","2764","24970"
"32199","88","371","316"
"32200","11","1163","166"
"32201","59","706","684"
"32202","14","668","119"
"32203","2A","3460","1636"
"32204","24","3042","338"
"32205","32","1091","537"
"32206","50","1004","6169"
"32207","24","862","227"
"32208","51","592","100"
"32209","81","2848","264"
"32210","51","515","318"
"32211","69","2738","4320"
"32212","2B","2596","247"
"32213","11","539","867"
"32214","31","817","898"
"32215","02","942","917"
"32216","36","6701","502"
"32217","50","1669","632"
"32218","57","947","523"
"32219","12","10939","936"
"32220","16","1204","405"
"32221","77","2308","806"
"32222","41","432","62"
"32223","88","563","2386"
"32224","67","118","264"
"32225","31","2436","1220"
"32226","15","1511","112"
"32227","77","784","221"
"32228","13","3010","9519"
"32229","22","1473","1633"
"32230","27","1078","638"
"32231","14","639","357"
"32232","13","4094","1873"
"32233","2A","1072","460"
"32234","91","606","7290"
"32235","50","932","359"
"32236","85","1094","814"
"32237","73","247","348"
"32238","22","1942","45331"
"32239","16","734","109"
"32240","28","607","205"
"32241","28","517","569"
"32242","25","127","226"
"32243","67","702","11925"
"32244","80","407","243"
"32245","02","513","1212"
"32246","26","1343","6098"
"32247","82","1178","1333"
"32248","18","2754","339"
"32249","62","552","154"
"32250","65","274","99"
"32251","32","999","138"
"32252","08","663","1932"
"32253","54","1654","1702"
"32254","74","677","685"
"32255","91","1369","1790"
"32256","27","2329","4471"
"32257","29","1155","918"
"32258","34","2408","5935"
"32259","40","817","413"
"32260","31","548","2125"
"32261","09","1583","61"
"32262","08","1108","57"
"32263","33","3475","6539"
"32264","46","1332","304"
"32265","67","514","318"
"32266","80","807","1175"
"32267","44","2805","1464"
"32268","45","1029","325"
"32269","61","1408","517"
"32270","50","545","133"
"32271","29","4180","3002"
"32272","39","689","268"
"32273","88","1389","1110"
"32274","85","1458","521"
"32275","21","868","108"
"32276","03","1550","1305"
"32277","53","2206","529"
"32278","68","639","709"
"32279","62","701","287"
"32280","14","428","77"
"32281","33","387","246"
"32282","58","329","129"
"32283","51","626","61"
"32284","55","1118","44"
"32285","62","389","1016"
"32286","80","629","164"
"32287","80","906","225"
"32288","23","4498","733"
"32289","11","864","63"
"32290","59","636","1893"
"32291","35","1148","346"
"32292","55","462","191"
"32293","34","1451","64"
"32294","62","1386","519"
"32295","06","1261","98"
"32296","62","598","1112"
"32297","36","2795","562"
"32298","45","1816","416"
"32299","56","5144","2094"
"32300","12","5014","283"
"32301","60","236","282"
"32302","63","1981","958"
"32303","23","1638","108"
"32304","10","540","63"
"32305","29","983","2060"
"32306","42","1512","275"
"32307","56","1657","1074"
"32308","25","566","474"
"32309","17","6364","4782"
"32310","46","2795","172"
"32311","82","581","606"
"32312","05","858","308"
"32313","67","2925","2016"
"32314","68","125","1973"
"32315","24","1333","155"
"32316","29","8051","7634"
"32317","52","1117","70"
"32318","71","818","1087"
"32319","26","695","755"
"32320","41","591","284"
"32321","48","2962","184"
"32322","02","964","534"
"32323","85","2119","615"
"32324","12","2105","253"
"32325","25","1591","198"
"32326","37","2375","434"
"32327","26","1582","155"
"32328","56","1298","1052"
"32329","58","2023","63"
"32330","67","1542","3035"
"32331","50","988","841"
"32332","11","1195","289"
"32333","61","1609","3569"
"32334","76","1206","192"
"32335","07","573","3049"
"32336","95","365","299"
"32337","12","1199","490"
"32338","14","472","106"
"32339","21","1717","303"
"32340","57","1101","386"
"32341","68","745","3816"
"32342","57","1459","13495"
"32343","15","1616","132"
"32344","63","2077","605"
"32345","46","936","211"
"32346","74","897","1590"
"32347","30","1105","829"
"32348","34","1750","1652"
"32349","59","1757","1523"
"32350","29","3440","3108"
"32351","32","710","113"
"32352","16","941","589"
"32353","08","612","1631"
"32354","57","503","137"
"32355","21","1289","170"
"32356","31","1049","269"
"32357","45","900","75"
"32358","65","756","130"
"32359","50","1153","889"
"32360","59","466","6317"
"32361","62","608","273"
"32362","24","985","149"
"32363","70","787","347"
"32364","80","388","107"
"32365","85","1631","381"
"32366","59","1238","793"
"32367","59","284","347"
"32368","94","848","20481"
"32369","24","1625","413"
"32370","58","4794","560"
"32371","41","3414","667"
"32372","2A","6695","1123"
"32373","03","1496","196"
"32374","22","2494","2801"
"32375","26","1396","10137"
"32376","40","840","787"
"32377","05","12343","487"
"32378","62","746","635"
"32379","24","1040","106"
"32380","33","718","133"
"32381","07","654","10918"
"32382","61","623","114"
"32383","67","1726","1588"
"32384","71","1181","327"
"32385","21","677","152"
"32386","15","2917","26572"
"32387","25","1130","352"
"32388","29","1821","1793"
"32389","2B","2359","118"
"32390","55","1296","82"
"32391","19","1002","97"
"32392","41","2666","1025"
"32393","54","444","64"
"32394","65","372","38"
"32395","71","527","82"
"32396","29","657","436"
"32397","48","3118","326"
"32398","25","441","85"
"32399","12","2623","1050"
"32400","11","2425","160"
"32401","39","599","566"
"32402","59","525","736"
"32403","09","6211","4583"
"32404","64","1108","3566"
"32405","38","199","47"
"32406","46","757","600"
"32407","50","1726","541"
"32408","53","3704","1946"
"32409","62","1340","641"
"32410","57","478","131"
"32411","05","2203","348"
"32412","57","610","78"
"32413","25","608","246"
"32414","17","524","603"
"32415","60","268","179"
"32416","54","974","198"
"32417","54","947","261"
"32418","62","1581","248"
